IMO,MMSI,Name,Type,Build Year,Country,Call Sign,Length,Width,Gross Tonnage,Deadweight Tonnage,Efficiency
9256925,419001405,Courage,Oil Tanker,2003,India,VTAA,183,32,27829,47791,7.13
9045704,636019612,Cs Cihan,General Cargo Ship,2007,Liberia,D5VH6,114,16,5423,7600,19.2
9321524,220497000,Ebba Maersk,Container Ship,2007,Denmark,OXHW2,398,56,170794,158200,12.13
9347047,304968000,Bbc Weser,Other Ship Types,2006,Antigua Barbuda,V2CB2,143,23,12936,17290,12
9127071,352515000,Dahlia,Bulk Carrier,1997,Panama,3FND5,145,24,11474,18486,10.84
9362217,636020568,Sea Gemini,Bulk Carrier,2006,Liberia,D5ZU6,225,32,39738,76596,5.35
9382700,538006566,Seamuse,Oil Tanker,2007,Liberia,5LKV3,180,32,28799,48673,6.05
9135262,240580000,Ariadne,Ro-Pax Ship,1996,Greece,SVST,196,27,30882,6174,39.15
8414726,477044300,Zhen Hua 24,Other Ship Types,1986,Hong Kong,VRDA9,244,40,37879,81279,8.61
9350991,566029000,Cs Stratos,Other Ship Types,2007,Singapore,9V9356,163,26,14030,13186,27.19
9403891,219432000,Tasing Swan,Chemical Tanker,2007,Denmark,OUYQ2,130,20,7232,11347,15.81
9371402,212267000,Contship Ivy,Container Ship,2007,Cyprus,5BES4,141,20,10965,12612,30.9
9336048,372736000,Msc Sindy,Container Ship,2007,Panama,3EKJ3,337,46,107849,117077,18.41
9341976,255806305,Ilha Da Madeira,Container Ship,2007,Portugal,CQAX7,129,20,7545,8200,34.86
8414738,477007300,Zhen Hua 23,Other Ship Types,1986,Hong Kong,VRDA8,244,40,37879,81279,8.57
9403619,538002961,Mol Proficiency,Container Ship,2007,Marshall Is,V7NH8,292,40,71777,72912,27.5
9312975,351249000,Nyk Oceanus,Container Ship,2007,Panama,3EMR8,336,46,98799,99563,20.63
9301603,255806522,Seeland,General Cargo Ship,2006,Portugal,CQEY7,117,16,5257,7064,17.92
9296119,374496000,Rolls I,Chemical Tanker,2005,Panama,3FFP7,176,31,25400,40046,6.18
9384796,538002772,Asteris,Bulk Carrier,2007,Marshall Is,V7LN3,190,32,31261,53629,6.03
9381275,204709000,Corvo,General Cargo Ship,2007,Portugal,CSBH,120,20,7064,8893,19.51
9369069,305024000,Onego Bayou,General Cargo Ship,2007,Antigua Barbuda,V2CJ9,146,19,7878,10758,14.15
9320453,372737000,Msc Rosaria,Container Ship,2007,Panama,3EKJ4,275,33,50963,63427,19.9
9306809,403581000,Ncc Tabuk,Chemical Tanker,2006,Saudi Arabia,HZAG,183,32,29575,45963,6.11
9368895,373996000,Hoegh Brasilia,Vehicle Carrier,2007,Panama,3FHU3,180,32,51731,17252,19.86
9319765,249757000,Tortugas,Vehicle Carrier,2006,Malta,9HA4366,199,32,61321,14512,17.15
9321720,636020915,Cap Victor,Oil Tanker,2007,Liberia,5LBI7,273,48,81324,158880,3.4
9308584,255805969,Msc Nina F,Container Ship,2005,Portugal,CQII5,138,22,9981,11798,30.82
9333553,212667000,Esl Europa,General Cargo Ship,2007,Cyprus,5BJF4,143,22,11864,17300,14.3
9315771,248298000,Seavalour,Oil Tanker,2007,Malta,9HA2304,183,32,29348,46702,6.27
9342827,636020988,Fantasea,Bulk Carrier,2006,Liberia,5LBS2,225,32,39738,76596,
9380489,218085000,Seamarlin,Oil Tanker,2007,Germany,DDSL,188,32,26548,40549,8.47
9320441,255805617,Msc Carouge,Container Ship,2007,Portugal,CQFP,283,40,50963,47350,16.16
9360960,538002835,City Island,Chemical Tanker,2007,Marshall Is,V7MC8,144,24,11647,19776,10.49
9312793,372512000,Nyk Venus,Container Ship,2007,Panama,3EJG5,338,45,97825,103207,16.35
9319870,255806172,Nordbay,Oil Tanker,2007,Gabon,TRAS3,249,44,62241,116104,3.98
9320386,240486000,Simaisma,Lng Carrier,2006,Greece,SWSP,285,44,97496,84863,10.48
9337286,636017331,Caribe Maria,Chemical Tanker,2007,Liberia,D5KK2,116,20,7687,11299,13.55
9108398,636020919,Msc Tiana F,Container Ship,1996,Liberia,5LBJ3,159,24,14241,18423,19.05
9316103,277562000,Sonata,General Cargo Ship,2006,Lithuania,LYBN,148,25,9957,13715,22.9
9334351,636015646,Em Kea,Container Ship,2007,Liberia,A8NN6,220,33,35824,42166,18.64
9161845,511621000,Capt-Khaldoun,General Cargo Ship,1997,Palau,T8A2707,114,20,7760,8739,10.48
9308807,636015992,Gold Xing,Vehicle Carrier,2007,Liberia,D5DX3,183,32,46800,12315,25.22
9298650,240447000,Amalthea,Oil Tanker,2006,Greece,SYGJ,248,43,60007,107115,4.19
9384186,255806162,Annamaria D,General Cargo Ship,2007,Portugal,CQAF8,108,18,5629,8071,13.35
9372640,636020268,Blue Ciment 1,Bulk Carrier,2007,Liberia,D5YL2,134,21,9299,12500,14.64
9332987,338525000,Maersk Columbus,Container Ship,2007,Usa,WMCU,299,40,74642,84704,15.56
9284374,636092955,Nordic Josephine,Oil Tanker,2007,Liberia,D5UB7,228,32,42010,74035,4.95
9304162,636092406,Christina B,Bulk Carrier,2007,Liberia,D5BT6,225,32,40424,77053,3.98
9267027,525107008,Bull Kangean,Chemical Tanker,2004,Indonesia,YBZJ2,174,29,25507,38850,6.43
9290933,319098500,Nordic Luna,Oil Tanker,2004,Cayman Is,ZGFT5,274,48,78922,150249,3.1
9363986,311000648,Karewood Star,General Cargo Ship,2007,Bahamas,C6DD8,127,17,5197,6355,12.86
9315769,636093059,Chemtrans Mars,Chemical Tanker,2007,Liberia,5LDL8,184,27,23270,37651,7.64
9255816,249068000,Scot Munchen,Chemical Tanker,2003,Malta,9HA4098,117,18,5145,8266,15.4
9289908,636016205,Lake Taupo,Vehicle Carrier,2006,Liberia,D5EZ7,182,32,46800,12600,41.86
9298363,314446000,Emanuele S,Chemical Tanker,2007,Barbados,8PAN7,164,23,12776,20718,12.99
9476305,238823640,Korcula,Ro-Pax Ship,2007,Croatia,9AA5833,101,17,2923,,31
9321536,220499000,Elly Maersk,Container Ship,2007,Denmark,OXHY2,399,57,170794,158200,12.13
9308792,636015993,Lake Kivu,Vehicle Carrier,2006,Liberia,D5DX4,182,32,46800,12322,24
9303209,371964000,Grand Neptune,Vehicle Carrier,2006,Panama,3EEX9,200,32,59217,17550,26.25
9318527,247217500,Grande Colonia,Vehicle Carrier,2007,Italy,IBXR,176,31,38651,12292,8.62
9349796,636092391,Msc Monterey,Container Ship,2007,Liberia,D5BL4,275,33,50963,54549,18.44
9337377,215177000,Mario A,Container Ship,2007,Malta,9HA4996,184,25,17687,22016,18.21
9409481,538007573,Sanderling Ace,Vehicle Carrier,2007,Marshall Is,V7UZ3,199,32,58685,18865,18.32
9308235,538007748,Mild Bloom,Chemical Tanker,2006,Marshall Is,V7DT6,148,24,12105,19995,9.13
9244972,564058000,Kota Hidayah,Container Ship,2002,Singapore,9VAL4,159,25,13547,17296,21.68
9103350,354602000,Medkon Gemlik,Container Ship,1996,Panama,3EED3,100,20,6310,8973,25.97
9328285,636016407,Seaways Hercules,Chemical Tanker,2007,Liberia,D5GA5,184,32,27916,47787,7.89
9174270,215268000,Pessada,Bulk Carrier,1999,Malta,9HIH7,225,32,39714,75484,4.04
9331529,538009676,Anemos,Bulk Carrier,2006,Marshall Is,V7A5027,224,32,39643,75397,4.04
9339636,232026670,Vs Spirit,Oil Tanker,2007,United Kingdom,MGYF2,171,28,22184,34671,6.67
9398890,224692000,Ciudad De Mahon,Ro-Pax Ship,2008,Spain,ECNO,154,24,10333,3400,28.03
9338905,240594000,Aegean Power,Oil Tanker,2007,Greece,SXQH,249,44,61473,115754,3.79
9320702,218063000,Tsingtao Express,Container Ship,2007,Liberia,5LLI8,336,43,93750,103800,9.49
9304617,240653000,Minerva Doxa,Oil Tanker,2007,Greece,SZME,270,50,83722,159438,3.43
9351153,224961000,Sonreiras,General Cargo Ship,2007,Antigua Barbuda,V2HT6,120,15,5057,7750,16.2
9251781,247095300,Syn Acrab,Gas Carrier,2003,Italy,IBGK,123,19,7605,9328,15.79
9383596,305126000,Lantau Bay,Container Ship,2007,Antigua Barbuda,V2CW5,143,23,9610,12829,24.4
9324332,309979000,Cheikh El Mokrani,Gas Carrier,2007,Bahamas,C6WD5,220,35,52855,39520,9.89
9384980,538007263,Restinga,Bulk Carrier,2006,Marshall Is,V7DW5,222,32,43158,82551,3.91
9326914,219028422,Torm Adventurer,Oil Tanker,2007,Denmark,OZMO2,183,32,26751,46099,6.03
9324435,240615000,Al Jassasiya,Lng Carrier,2007,Greece,SVCC,285,43,97496,84554,10.48
9338797,225372000,Sestao Knutsen,Lng Carrier,2007,Spain,ECBK,284,43,90478,77204,8.25
9355460,305115000,Spica J,Container Ship,2007,Antigua Barbuda,V2CV3,140,23,8246,11186,29.33
9268796,636020565,Cape Boss,Bulk Carrier,2003,Liberia,D5ZU3,289,45,91178,175775,
9355733,309951000,Norwegian Gem,Passenger Ship,2007,Bahamas,C6VG8,294,32,93530,10000,13.24
9374387,255806111,Amke,Other Ship Types,2006,Panama,3E2260,116,16,5232,6424,22.82
9381237,372884000,Volans Leader,Vehicle Carrier,2007,Panama,3EKZ6,200,32,61775,20168,19.11
9315783,248299000,Seavictory,Chemical Tanker,2007,Malta,9HA2305,183,32,29348,46702,6.27
9314210,369390000,Maersk Tennessee,Container Ship,2007,Usa,KRIJ,292,33,50686,50415,19.02
9306627,538007766,Kudos,Oil Tanker,2007,Panama,3E4608,245,42,61724,109672,4.25
9311567,310534000,Lng Kano,Lng Carrier,2007,Bermuda,ZCDT4,278,43,98798,83961,9.32
9388388,255805480,Libertas-H,Container Ship,2007,Portugal,CQJB,128,20,7532,8716,33.13
9333539,246556000,Arneborg,General Cargo Ship,2006,Netherlands,PHHD,141,21,11864,17356,14.58
9286580,538002565,Yasa Fortune,Bulk Carrier,2006,Marshall Is,V7JS3,229,32,42895,82849,3.89
9313955,219117000,Maersk Brownsville,Container Ship,2007,Denmark,OXVD2,294,32,48788,53807,26.67
9281516,311000611,Karewood Brave,General Cargo Ship,2006,Bahamas,C6CY8,127,16,5197,6315,12.94
9347504,308945000,Captain John Np,Gas Carrier,2007,Bahamas,C6WA4,225,36,47173,58691,6.18
9365398,247385700,Pascal Lota,Ro-Pax Ship,2008,Italy,IBSB,177,27,36277,5000,3.61
9215555,240672000,Blue Star Chios,Ro-Pax Ship,2007,Greece,SXXL,141,21,8126,1960,40.59
9236092,249562000,Karteria,Bulk Carrier,2001,Malta,9HUU9,190,32,27989,50320,5.54
9330927,565547000,Gfs Sapphire,Container Ship,2007,Singapore,S6HK5,170,26,15995,20349,24.73
9372858,636014739,Chemtrans Cancale,Oil Tanker,2007,Liberia,A8MO9,228,32,42010,73626,6.02
9396323,256625000,Histria Giada,Oil Tanker,2007,Malta,9HYX8,179,32,25804,40448,8.61
9297905,419555000,Jag Lalit,Oil Tanker,2005,India,AUHB,274,48,81396,158344,3.57
9313450,642122018,Anwaar Al Naser,Oil Tanker,2005,Libya,5AXD,164,27,19549,29006,8.92
9301029,309368000,Ambrosia,Oil Tanker,2006,Bahamas,C6VK2,239,42,56373,105363,3.72
9365623,664444000,Seychelles Prelude,Chemical Tanker,2007,Seychelles,S7VK,188,32,27007,45680,7.29
9375082,636020313,Angora 3,General Cargo Ship,2006,Liberia,D5YQ7,140,17,5684,6933,19.17
9253820,258929000,Clipper Moon,Gas Carrier,2003,Norway,LAYU5,205,32,35012,44822,7.3
9372652,219015298,Tarnbris,Chemical Tanker,2007,Denmark,OZDU2,129,20,7315,11289,11.89
9334038,538002662,Yasa Golden Bosphorus,Oil Tanker,2007,Marshall Is,V7KQ8,249,44,61342,115867,4.61
9325178,636015991,Lake Superior,Vehicle Carrier,2007,Liberia,D5DX2,183,31,46800,12322,24
8986365,353505000,Grigory Malov,General Cargo Ship,1986,Panama,H3ZS,138,17,5216,6098,15.34
9384435,212097000,Rn Arkhangelsk,Chemical Tanker,2008,Panama,3E2304,176,30,19986,30720,11.16
9343819,538005792,Aurora One,Bulk Carrier,2007,Marshall Is,V7HA8,115,19,7341,12526,13.87
9303924,564798000,Thor Menelaus,Bulk Carrier,2006,Singapore,9V2807,190,32,30743,55710,4.84
9306213,636019225,Contship Sea,Container Ship,2007,Liberia,A8MJ4,168,25,15345,20993,27.06
9324174,636020668,Sc Memphis,Container Ship,2005,Liberia,5LAC9,154,25,14308,16403,24.76
9362322,525119170,Cma Cgm Homere,Container Ship,2007,Indonesia,YDDM2,170,27,17594,21264,25.1
9299719,636012384,Ns Champion,Oil Tanker,2005,Liberia,A8FD9,244,42,57248,105902,3.26
9354076,636016233,African Jacaranda,Bulk Carrier,2007,Liberia,D5FD6,138,25,11681,18909,8.66
9322815,310542000,Lng Ogun,Lng Carrier,2007,Bermuda,ZCDW3,285,44,97874,81997,8.25
9348936,230994000,Misana,Container/Ro-Ro Cargo Ship,2007,Finland,OJNB,164,24,15586,11407,13.25
9387073,355931000,Msc Poesia,Passenger Ship,2008,Panama,3EPL4,294,32,92627,10561,3.14
9339272,372973000,Msc Pina,Container Ship,2007,Panama,3ELK8,337,46,107849,117236,15.83
9324277,636013234,Neo Energy,Lng Carrier,2007,Liberia,A8LO5,288,44,100253,85602,12.52
9343493,477607600,Saga Explorer,General Cargo Ship,2006,Hong Kong,VRCI8,200,31,29758,46589,6.16
9358670,258602000,Clipper Hebe,Gas Carrier,2007,Norway,LAHK6,155,23,13893,18110,14.51
9295414,538008593,Sc Montreux,Container Ship,2005,Marshall Is,V7A2549,263,32,41359,52863,20.83
9404065,255805878,Carlota B,Container Ship,2007,Portugal,CQZY,141,22,7852,9321,35.07
9394222,255805740,Don Juan,Bulk Carrier,2007,Portugal,CQJH,157,23,14116,21057,11.82
8125454,248693000,Aral,Chemical Tanker,1982,Malta,9HOE6,114,18,5285,8915,14.42
9265586,242888300,Cma Cgm Agadir,Container Ship,2003,Antigua Barbuda,V2HU9,148,23,9966,13858,22.85
9375252,305411000,Skogafoss,Container Ship,2007,Antigua Barbuda,V2EF3,130,20,7545,8209,35.17
9330630,352001195,Viva Galaxy,Bulk Carrier,2007,Panama,3E3455,190,32,32578,53460,6
9338151,255806432,Sider Bilbao,General Cargo Ship,2007,United Kingdom,MPXF5,136,21,9177,13538,13.04
9256482,636019407,Gsl Ningbo,Container Ship,2004,Liberia,D5UJ6,323,43,89097,99500,15.93
9396359,229683000,Evie Pg,Oil Tanker,2007,Malta,9HA5555,127,20,6688,9990,18.96
9309980,636093004,Luzern,Oil Tanker,2007,Liberia,5LAH2,182,27,24048,38431,10.71
9332999,338418000,Maersk Denver,Container Ship,2007,Usa,WMDQ,300,40,74642,84771,15.56
9332834,636016504,Jupiter Sun,Oil Tanker,2007,Gabon,TRAX5,244,42,59164,115577,3.48
9331048,240639000,Maran Gas Coronis,Lng Carrier,2007,Greece,SXLQ,285,43,97491,84823,10.49
9341902,565321000,Epic Madeira,Gas Carrier,2006,Singapore,S6HE4,120,19,7218,9127,16.12
9339301,636013272,Ns Leader,Oil Tanker,2007,Liberia,A8LU7,249,44,61449,115857,3.53
9315214,565449000,Maersk Serangoon,Container Ship,2007,Singapore,S6CH2,318,40,79702,85250,14.88
9379973,356768000,Cypress Galaxy,Chemical Tanker,2007,Panama,3ELY4,148,24,12104,19998,9.55
9365659,244693000,Americaborg,General Cargo Ship,2007,Netherlands,PHKT,143,22,11864,17356,14.58
9308089,538002089,Conquest,Oil Tanker,2006,Marshall Is,V7GG4,228,32,41994,73917,6.47
9300441,563004900,Ever Strong,Container Ship,2007,Singapore,9V5282,300,43,75246,78715,18.26
9322334,428404000,Zim Vancouver,Container Ship,2007,Marshall Is,V7A7438,260,32,39906,50532,19.58
9361823,311003600,Rcc Shanghai,Vehicle Carrier,2008,Bahamas,C6XA5,176,32,41009,12300,22.63
9299458,219127000,Maersk Barry,Oil Tanker,2006,Denmark,OYJE2,175,29,19758,29040,8.32
9294288,257910000,Rundemanen,Chemical Tanker,2004,Norway,LAOQ8,170,26,18760,34614,7.86
9321897,255806458,As Nadia,Container Ship,2007,Portugal,CQEQ7,247,32,38332,46269,23.36
9296262,538002548,Yasa Unity,Bulk Carrier,2006,Marshall Is,V7JN6,224,32,38895,75580,3.91
9356751,538009848,Beks Fenix,Oil Tanker,2007,Marshall Is,V7A5250,189,32,30965,50344,6.22
9322712,220498000,Sten Neptun,Oil Tanker,2007,Portugal,CQXT,144,23,12105,16511,12.89
9344423,255806519,Patara,Chemical Tanker,2007,Portugal,CQEY4,144,23,12164,16979,13.54
9332937,266261000,Fidelio,Vehicle Carrier,2007,Sweden,SLKR,228,32,71583,30137,12.91
9333280,371777000,Magellan Endeavour,Chemical Tanker,2006,Liberia,5LMW6,186,33,31090,47931,7.32
9363998,229939000,Sea Leader,General Cargo Ship,2007,Malta,9HA2250,128,16,5197,6355,12.96
9314208,538007448,Hyde,Chemical Tanker,2007,Marshall Is,V7OE4,183,32,29456,46858,6.42
9343871,636013564,Loxandra,Bulk Carrier,2007,Liberia,A8NV2,229,36,49973,92576,4.12
9276688,566305000,Maritime Tuntiga,Chemical Tanker,2004,Singapore,9V3273,180,32,29211,44508,4.99
9362657,255806218,Manisa Floyen,General Cargo Ship,2006,Portugal,CQAM8,108,18,5604,8057,13.38
9365245,538009889,Scot Dresden,Chemical Tanker,2007,Marshall Is,V7A5301,117,18,5200,8211,7.6
9381249,372747000,Cygnus Leader,Vehicle Carrier,2007,Panama,3EKK5,200,32,61775,20180,19.2
9285471,636019332,Msc Tianjin,Container Ship,2005,Liberia,D5UA6,323,43,89097,99500,15.88
9318149,636013157,Orpheas,Oil Tanker,2007,Liberia,A8LA5,274,50,84796,167282,3.43
9302956,215891000,Cma Cgm Beira,Container Ship,2006,Malta,9HA2792,210,30,26671,34600,21.5
9386512,248005000,Robusto,Bulk Carrier,2006,Malta,9HA2121,289,45,89000,173949,3.13
9331543,249134000,Andria,Bulk Carrier,2006,Malta,9HA4118,225,32,39643,75375,3.81
9319882,538007132,Houston Star,Oil Tanker,2007,Gabon,TRAW9,249,44,62241,116093,4.38
9294173,229734000,Cma Cgm San Antonio,Container Ship,2005,Malta,9HA5576,222,30,28592,39333,21.44
9365362,372777000,Gemini Pearl,Oil Tanker,2007,Panama,3EKO7,183,32,30042,50561,5.66
9357872,636020153,Jonathan P,Container Ship,2006,Liberia,A8JE9,177,28,18480,23600,16.79
9358022,636021429,Pacific Endeavour,General Cargo Ship,2007,Liberia,D5SO2,138,21,9611,12746,15
9306445,636018662,Adasun,General Cargo Ship,2007,Italy,ICFI,109,18,5581,7577,14.63
9379648,636019890,Pollux,Bulk Carrier,2007,Liberia,D5BT5,175,29,19846,32017,7.13
9303015,538005464,Pride,Bulk Carrier,2006,Marshall Is,V7EF9,190,32,31279,55705,5.7
9136967,538009732,Viking Princess,Vehicle Carrier,1996,Singapore,9V2630,117,20,9827,3995,33.38
9327580,277549000,Kantata,General Cargo Ship,2006,Lithuania,LYBD,148,23,9957,13733,22.9
9308132,538009661,Beks Ebru,Oil Tanker,2006,Marshall Is,V7A5009,189,32,30965,50322,5.89
9321914,373216000,Navios Libertas,Bulk Carrier,2007,Panama,3EGF5,225,32,40914,75511,4.63
9308144,538009717,St. Andrew,Oil Tanker,2007,Marshall Is,V7A5079,189,32,30965,50388,7.43
9294484,636016405,Minoan Dignity,Bulk Carrier,2004,Liberia,D5GA3,225,32,40014,76801,3.96
9383326,249392000,Tevfik Bey,General Cargo Ship,2007,Malta,9HQY9,121,18,5163,8317,12.85
9352200,319282000,Stolt Sagaland,Chemical Tanker,2007,Cayman Is,ZCTV7,183,32,25884,44044,7.96
9354478,218098000,Ida Rambow,Container Ship,2007,Germany,DFHR2,149,23,11662,13709,23.21
9347774,304978000,Jsp Sleipner,Container Ship,2006,Antigua Barbuda,V2CB8,140,23,9981,11846,35.27
9317951,248716000,Minerva Libra,Oil Tanker,2007,Malta,9HA4775,250,44,67032,116779,4.27
9314868,247391400,San Felix,Oil Tanker,2007,Italy,IBBF,182,27,23315,37312,6.18
9383883,341650000,Karelis-71,General Cargo Ship,2006,St Kitts Nevis,V4TS3,140,17,4182,5464,14.66
9363974,305727000,Golden Lion,General Cargo Ship,2006,Antigua Barbuda,V2QQ7,127,16,5197,6315,12.86
9335953,431777000,Aphrodite Leader,Vehicle Carrier,2007,Japan,7KCW,200,32,62571,21443,16.93
9386146,511100690,Chelsea-4,General Cargo Ship,2007,Palau,T8A3878,137,17,5184,6000,16.94
9315173,636014506,Arctic,Oil Tanker,2007,Liberia,A8UJ6,274,50,85421,163152,3.6
9226504,477188400,Teoman A,Container Ship,2001,Malta,9HA4997,200,30,25535,33917,17.35
9308950,538008798,Sea Senor,Oil Tanker,2006,Marshall Is,V7A2771,245,42,61724,109647,4.18
9317987,477241500,Berge Nantong,Gas Carrier,2006,Hong Kong,VRBU6,226,36,47012,58757,6.38
9362542,247229700,Aidabella,Passenger Ship,2008,Italy,ICGS,252,32,69203,8765,18.85
9304112,249397000,Coral Island,Bulk Carrier,2006,Malta,9HA4227,189,33,30684,55699,4.69
9359791,370648000,Msc Fantasia,Passenger Ship,2008,Panama,3ETR7,333,38,137936,15000,3.3
9340489,538009615,Easterly As Olivia,Chemical Tanker,2007,Marshall Is,V7A4959,146,24,11570,19981,10.27
9360192,305152000,Bbc Dolphin,General Cargo Ship,2007,Antigua Barbuda,V2CZ2,120,20,7223,7996,20.05
9343479,636020998,Ultimax,Other Ship Types,2006,Liberia,5LBT2,210,32,43591,54347,5.69
9379985,372792000,Ginga Panther,Chemical Tanker,2007,Panama,3EKQ6,159,26,16222,25441,9.97
9343625,235103287,Ha Long Bay,General Cargo Ship,2007,United Kingdom,2HFS4,177,28,20236,32311,6.98
9358888,636020347,Monza,Vehicle Carrier,2008,Liberia,D5FS6,176,32,40628,12303,22.1
9324801,636020311,Pilot Khayyam Aliyev,General Cargo Ship,2004,Liberia,D5YQ5,140,17,5684,6970,19.28
9295505,636021142,Mizar,Container Ship,2005,Liberia,A8MG8,162,25,16162,17350,26.42
9228112,240006000,Nueva Fortuna,Bulk Carrier,2003,Greece,SZHH,189,32,28718,50992,4.98
9340362,271043410,Kaya Tuna,Chemical Tanker,2007,Turkey,TCVT6,128,21,8539,13027,11.66
9351426,232013527,Hellespont Progress,Oil Tanker,2006,United Kingdom,MCMC4,229,32,42010,73727,4.96
9330795,257921000,Livarden,Chemical Tanker,2007,Norway,LAQD8,144,25,11729,19951,11.32
9314442,256365000,Chelsea-2,General Cargo Ship,2005,Malta,9HSG8,138,16,5166,6081,11.31
9427079,305048000,Bbc Greenland,Other Ship Types,2007,Antigua Barbuda,V2CN2,120,20,7002,7700,24.94
9350068,371704000,Swan,Bulk Carrier,2006,Panama,3EDS4,190,33,29961,53487,5.43
9330604,636020913,Afrapearl,Oil Tanker,2007,Liberia,5LBI5,243,42,58442,104611,4.1
9435313,256791000,Arrow Star 1,Oil Tanker,2007,Malta,9HCP9,150,17,7833,13030,11.87
9354179,538007812,Jade Blossom,Oil Tanker,2006,Marshall Is,V7BU7,183,32,30068,51255,4.91
9381938,371702000,White Star,General Cargo Ship,2007,Panama,3EVR3,130,18,6013,8447,12.37
9386249,219028009,Scandic,Chemical Tanker,2007,Denmark,OZAG2,131,20,8195,11505,14.93
9370044,538006296,Unity,Bulk Carrier,2007,Marshall Is,V7LL8,190,32,31244,56017,4.89
9235854,538008737,Ellie M,Bulk Carrier,2001,Panama,3E2355,189,32,29885,52510,5.55
9318565,258953000,Sten Aurora,Oil Tanker,2007,Norway,LAKI6,144,24,11935,16596,14.48
9325049,309072000,Sonangol Namibe,Oil Tanker,2007,Bahamas,C6VR3,273,48,83469,158425,3.31
9321548,220501000,Edith Maersk,Container Ship,2007,Denmark,OXOR2,398,56,170794,158200,12.13
9312987,563048400,One Olympus,Container Ship,2007,Singapore,9VPQ7,335,44,98799,99563,19.38
9336402,309518000,Grimstad,Oil Tanker,2007,Bahamas,C6WG9,240,42,57657,105786,3.86
9381861,256562000,Pirin,Bulk Carrier,2007,Malta,9HXN8,169,25,13965,21211,9.41
9335965,432624000,Poseidon Leader,Vehicle Carrier,2007,Japan,7JCO,199,32,63001,21449,16.42
9347956,636019245,Contship Don,Container Ship,2006,Liberia,D5TP5,148,23,9948,13797,27.54
9358383,255806030,Helena G,Bulk Carrier,2007,Portugal,CQIP5,200,24,22790,37251,7.35
9321902,229391000,Cma Cgm Iskenderun,Container Ship,2007,Malta,9HA5480,247,32,38332,46321,13.9
9323792,247384900,Alice,Chemical Tanker,2006,Italy,IBBL,180,32,25651,37320,9.54
9347633,374202000,Royal 1,General Cargo Ship,2007,Panama,3FMX6,128,18,8407,11169,20.04
9335915,538002561,Blue Rose,Chemical Tanker,2007,Marshall Is,V7JR4,183,27,24112,38402,7.73
9335135,636021628,Kriti Sailor,Chemical Tanker,2007,Liberia,5LEX2,184,28,23656,37448,6.6
9330276,304220000,Sc Philly,Container Ship,2007,Liberia,5LAC2,147,23,9957,13749,27.49
9233882,271045342,Iasos,Bulk Carrier,2001,Turkey,TCA4683,190,32,29999,52817,5.97
9381213,372336000,Calypso V,Bulk Carrier,2007,Panama,3EIN4,225,32,39738,76596,3.76
9106479,271044633,Med Corlu,Container Ship,1995,Turkey,TCA4362,151,24,10917,13700,26.54
9264714,255801970,Rumba,Container Ship,2003,Portugal,CQOG,132,19,6704,8015,30.54
9404077,255806171,Lucia B,Container Ship,2007,Portugal,CQAG9,141,22,7852,9340,34.25
9295012,240586000,Maran Explorer,Bulk Carrier,2007,Greece,SZTF,289,45,87582,173000,3.39
9329526,477883300,Oocl Kobe,Container Ship,2007,Hong Kong,VRCY7,260,32,40168,50554,19.61
9279733,538009666,Sea Hermes I,Oil Tanker,2004,Marshall Is,V7A5018,179,32,28150,45879,6.53
9310769,574004470,Htk Fortune,Bulk Carrier,2007,Vietnam,XVFK7,177,28,19885,32555,6.93
9340374,538002788,Mentor,Chemical Tanker,2007,Marshall Is,V7LQ4,129,20,8539,13011,12.21
9220067,538090400,Moraga,Container Ship,2001,Marshall Is,V7DF9,159,26,14290,14901,35.53
9327360,538007533,Advantage Party,Oil Tanker,2006,Marshall Is,V7TU5,183,27,23337,37067,6.09
9362437,215157000,Cma Cgm Platon,Container Ship,2007,Malta,9HA4985,170,27,17594,19430,25.1
9126766,256648000,Corelli,Container Ship,1997,Turkey,TCA7308,170,27,15120,19532,18.08
9323912,210970000,Sophia,Bulk Carrier,2007,Cyprus,C4VZ2,229,37,47100,86949,5.13
9330783,259100000,Mh Langoey,Chemical Tanker,2006,Norway,LAOT8,144,24,11729,19969,10.17
9306237,636019221,Contship Run,Container Ship,2007,Liberia,A8MM4,167,25,15345,20955,27.05
9333046,636091308,Bsg Barbados,Container Ship,2007,Liberia,A8LW9,222,32,35573,44239,20.4
9447782,256705000,Dorado Plus,General Cargo Ship,2007,Malta,9HAZ9,140,17,5684,6970,14.61
9339284,352871000,Msc Candice,Container Ship,2007,Panama,3ENC5,337,46,107849,116932,18.41
9343986,229145000,Stratilatis,Oil Tanker,2007,St Kitts Nevis,V4HH5,186,32,31433,53714,6.12
9331414,636020251,Berge Bimberi,Bulk Carrier,2006,Liberia,D5YI7,299,50,101911,203153,2.49
9357107,636021302,Msc Georgia Ii,Container Ship,2007,Liberia,5LDH2,204,28,22801,30608,20.7
9399129,244638000,Onego Deusto,General Cargo Ship,2008,Netherlands,PCSO,132,16,6312,9747,13.31
9299874,403579000,Ncc Najd,Chemical Tanker,2005,Saudi Arabia,HZAK,183,32,29575,45998,6.11
9339325,636013274,Ns Laguna,Oil Tanker,2007,Liberia,A8LU9,249,44,61449,115831,3.53
9348297,256809000,Essex Star,Chemical Tanker,2007,Malta,9HDA9,145,23,12137,16745,8.76
